lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
65,0,63.58,11,19,4,2,2,3,0,1
22,1,127.0,10,1,4,3,0,0,0,1
50,1,99.45,4,11,4,3,1,0,0,0
32,0,231.0,12,19,4,1,1,1,5,0
14,1,81.0,12,11,4,2,0,0,0,1
34,0,65.0,7,19,2,1,0,0,0,1
40,0,185.28,12,30,4,2,2,0,3,0
23,0,114.75,6,15,4,1,0,0,0,0
118,0,90.9,4,16,4,1,0,0,0,0
31,0,85.0,10,27,3,3,1,0,0,1
119,1,104.4,10,27,4,3,0,0,3,0
79,1,172.23,10,21,4,7,4,0,5,1
139,2,116.1,6,15,4,3,0,3,0,1
39,1,97.4,11,15,4,5,2,0,0,1
95,2,111.31,9,26,4,2,1,0,0,1
33,0,70.0,9,28,1,2,0,0,0,1
97,1,125.1,9,6,4,4,0,3,0,1
122,2,150.45,6,13,4,4,1,0,3,1
10,0,148.0,6,12,4,6,4,0,3,0
9,1,124.0,5,18,4,1,0,3,0,1
0,0,109.0,3,16,4,1,0,0,0,1
5,1,184.0,9,13,4,2,0,0,3,1
32,1,144.0,10,28,4,2,0,0,3,0
239,2,80.75,6,28,4,5,0,3,0,0
81,1,116.1,5,3,4,2,0,3,0,0
29,0,156.0,5,18,4,1,0,0,3,0
19,0,141.5,9,22,4,3,1,3,0,0
38,0,85.0,3,12,3,1,2,0,0,1
134,2,139.95,8,19,4,2,2,0,3,1
110,0,159.3,8,12,4,3,2,0,3,0
0,0,72.0,8,17,2,1,1,0,0,1
162,0,70.0,9,17,3,3,0,0,0,0
48,2,158.4,10,17,4,1,1,0,3,1
3,0,72.25,10,22,3,3,0,0,3,1
59,1,60.35,10,31,4,2,1,3,0,1
3,1,105.5,11,5,4,3,0,0,1,1
77,0,159.3,5,17,4,3,0,0,0,0
85,0,109.65,5,14,4,4,2,3,0,0
166,0,99.45,8,1,4,5,2,0,0,0
22,1,104.0,11,27,4,0,1,0,0,1
21,0,60.0,12,18,4,2,2,3,0,1
13,0,131.97,10,22,3,5,2,1,0,1
144,0,80.75,6,27,4,3,1,3,0,1
0,0,67.0,11,14,2,0,1,0,0,1
52,2,158.4,10,17,4,1,1,0,3,1
16,0,79.0,2,17,4,4,0,3,0,0
7,0,88.0,12,13,2,1,0,0,0,1
9,1,81.0,2,17,4,1,0,3,0,1
1,3,95.0,3,31,2,1,0,0,0,1
85,1,140.4,5,26,4,2,0,0,3,0
35,1,73.1,3,4,4,2,0,3,0,1
13,2,99.0,8,30,4,3,2,0,0,1
136,1,113.05,5,14,4,2,2,0,3,1
126,1,79.2,12,20,4,1,0,3,0,1
2,3,196.0,10,10,4,1,2,0,5,1
169,2,107.0,4,23,4,2,2,0,0,0
25,1,85.0,3,15,4,2,0,0,0,1
170,1,95.2,7,18,4,3,1,0,0,0
8,0,144.33,3,26,4,1,2,0,0,0
34,0,48.4,3,3,3,3,2,0,0,1
79,1,112.5,8,13,4,1,2,0,0,1
173,0,122.4,12,16,4,2,0,0,3,1
277,0,79.57,9,5,3,5,2,1,0,1
24,0,122.0,1,31,4,1,2,1,0,1
4,0,109.0,1,2,3,1,2,1,0,1
190,1,109.25,8,22,4,3,1,0,0,0
53,0,60.0,11,14,3,2,2,0,3,1
37,1,92.31,12,15,4,9,4,0,0,0
26,1,65.0,6,28,2,2,0,0,0,1
76,0,207.9,8,13,4,1,0,0,5,0
48,1,109.8,9,4,4,0,2,0,1,1
83,0,75.0,12,18,3,0,2,0,0,1
63,0,68.85,7,8,4,8,2,3,0,0
14,1,69.0,12,5,3,1,2,0,0,1
9,2,85.6,12,5,4,1,2,0,0,1
10,2,83.55,2,13,4,1,1,0,0,1
83,1,167.1,8,1,4,3,1,0,0,1
3,1,104.0,12,5,4,1,2,0,0,1
3,0,128.0,10,2,4,2,2,0,0,1
0,0,156.0,10,3,4,0,1,0,4,1
5,0,66.0,3,8,2,3,0,0,0,1
41,1,160.0,10,21,4,2,0,0,0,0
147,1,127.93,7,3,4,2,2,0,3,1
36,1,126.9,5,22,4,0,1,0,0,0
128,0,104.18,5,5,4,3,0,0,1,1
44,2,88.4,11,14,4,4,1,0,0,1
1,0,65.0,12,27,2,0,2,0,0,1
130,2,104.4,10,29,4,1,2,0,3,1
192,1,121.5,8,3,4,2,0,0,0,0
32,1,96.33,8,20,4,1,0,3,0,1
22,1,79.0,2,16,4,2,0,3,0,1
129,0,137.7,8,25,4,2,0,0,3,1
87,1,90.9,10,30,4,0,2,0,0,0
2,1,136.0,3,23,4,3,0,0,0,1
1,0,108.0,9,4,3,1,0,1,0,1
1,1,86.43,12,27,3,5,2,0,0,1
0,1,119.0,6,16,4,1,0,3,0,1
2,0,66.0,1,13,2,2,0,0,0,1
91,0,43.43,1,1,3,5,2,0,0,1
0,0,96.67,9,9,4,1,0,3,0,1
39,0,67.5,2,15,4,1,1,3,0,0
116,0,82.0,2,28,3,1,2,0,0,1
224,1,119.85,9,14,4,4,0,0,0,0
0,1,121.0,8,1,4,0,1,0,0,1
87,1,159.3,8,8,4,2,1,0,3,1
60,0,145.8,6,8,4,2,0,0,3,0
0,0,90.0,10,13,3,1,0,0,0,1
13,1,77.14,11,20,4,2,2,3,0,0
104,0,132.3,10,11,4,5,2,0,3,0
191,1,80.75,9,7,3,5,2,1,0,1
83,1,84.9,4,4,4,2,1,0,0,1
60,0,0.0,9,21,4,1,1,0,0,1
39,2,203.85,8,13,4,3,2,1,0,1
8,1,90.0,8,18,4,5,1,0,0,1
61,2,78.54,10,19,4,3,1,0,3,1
1,1,108.0,7,20,4,1,0,3,0,1
88,1,104.4,10,25,4,2,0,0,3,1
27,0,231.0,7,6,4,2,0,0,5,0
6,1,114.0,9,21,4,2,1,3,0,1
17,0,85.0,10,10,3,3,1,0,0,1
5,0,70.0,11,4,3,3,0,0,0,1
167,0,97.75,12,26,4,3,1,0,3,0
140,0,167.45,8,1,4,4,1,0,5,0
35,0,71.1,3,3,4,3,1,3,0,0
130,1,90.95,6,28,4,5,0,0,0,0
100,1,123.3,7,22,4,2,0,0,3,1
13,0,96.6,3,7,4,4,1,0,0,1
124,1,96.3,6,27,4,2,1,0,0,1
90,0,60.0,12,21,3,4,1,0,3,1
21,0,108.2,3,14,3,3,1,1,3,1
49,1,112.2,4,10,4,2,2,0,3,1
11,0,139.0,8,12,4,6,2,3,0,0
32,0,191.7,6,8,4,4,0,0,5,0
134,2,135.0,10,15,4,1,2,0,3,1
26,1,119.85,6,17,4,1,0,0,0,1
3,0,66.0,1,18,2,2,1,0,0,1
32,0,70.0,12,27,3,5,1,0,0,1
7,0,120.0,12,30,4,2,1,3,0,1
197,1,112.0,8,18,3,3,0,0,0,0
205,0,90.95,7,24,4,2,2,0,0,0
7,2,165.0,6,19,4,0,1,0,3,1
78,2,103.5,6,28,4,5,2,3,0,1
32,0,126.9,5,7,4,1,0,0,0,1
53,2,77.86,11,29,4,4,0,0,1,1
10,0,79.75,1,30,4,6,2,3,0,1
0,1,45.0,7,27,3,1,0,0,0,1
16,1,152.67,6,2,4,3,0,0,3,1
40,0,128.1,6,27,4,2,1,0,0,0
13,1,80.3,1,20,4,4,1,0,0,1
101,1,126.9,5,5,4,3,0,0,0,1
54,1,121.68,9,9,3,2,0,3,0,1
2,0,72.5,8,15,4,1,2,1,0,0
25,2,114.0,9,18,4,2,1,0,0,1
0,0,170.0,9,26,1,1,1,0,0,1
5,0,1.6,12,22,1,5,0,0,1,1
5,1,105.0,12,20,4,1,0,0,0,1
83,0,0.0,12,17,1,0,0,0,0,1
87,0,95.0,6,11,3,2,2,0,0,1
141,2,119.85,6,15,4,4,0,0,0,1
28,1,107.92,10,12,4,8,3,0,3,1
3,1,114.0,10,22,4,3,0,3,0,1
2,1,91.0,2,13,4,1,0,0,0,1
0,0,45.0,3,18,3,1,0,0,0,1
7,1,215.0,4,15,3,2,0,1,4,1
26,1,118.07,11,10,4,3,0,0,3,1
6,2,130.0,1,30,4,3,2,0,3,1
7,1,140.0,8,22,4,1,1,0,0,0
237,0,148.26,12,28,4,5,2,0,5,1
11,0,0.0,10,4,1,2,0,1,0,1
109,0,97.75,7,4,4,4,1,3,0,1
29,1,154.5,10,15,4,1,1,0,3,0
7,1,89.0,1,10,4,1,2,0,0,1
118,0,80.75,5,26,3,2,0,0,0,1
141,0,107.95,7,6,4,4,1,0,0,1
118,0,123.3,10,27,4,3,2,0,3,0
2,1,85.0,6,14,4,1,0,0,0,1
38,0,79.0,2,25,2,1,0,0,0,0
0,0,158.0,6,2,4,1,0,0,0,1
3,1,96.0,12,5,4,0,1,0,0,1
1,1,103.0,3,10,4,1,0,0,0,1
13,2,124.0,9,22,4,3,0,0,0,1
18,0,77.2,1,29,4,7,3,3,0,1
9,2,177.0,9,12,4,1,2,0,5,1
8,2,90.0,8,26,4,2,0,0,0,1
3,1,67.0,3,3,2,1,0,0,0,1
36,1,81.08,4,12,4,2,0,0,0,1
13,1,202.54,9,12,4,1,1,0,3,0
32,1,96.3,10,19,4,2,1,0,0,1
70,1,125.1,9,15,4,1,0,3,0,1
161,0,95.88,9,19,3,3,1,0,0,1
3,0,121.0,5,12,4,3,2,3,0,1
222,2,110.7,12,2,4,2,1,0,3,1
35,1,131.4,4,5,4,3,0,0,3,1
61,1,98.25,9,15,4,1,0,0,0,1
76,0,69.33,4,12,4,3,0,0,0,1
76,0,59.5,3,25,4,2,1,0,0,0
18,1,65.0,10,18,2,1,0,0,0,1
7,1,91.0,5,21,3,1,1,1,0,1
28,1,126.0,10,20,4,4,0,0,0,1
12,0,176.33,12,10,4,1,2,0,5,1
3,1,86.0,2,1,4,2,1,0,0,1
106,0,105.28,5,8,4,5,2,0,0,0
19,0,147.71,11,5,4,5,2,0,4,1
4,1,160.5,6,18,4,1,1,0,3,1
87,1,56.94,3,20,4,2,2,0,0,1
2,0,110.0,5,19,0,1,0,0,3,1
4,1,242.0,9,14,4,2,0,0,5,0
156,0,81.25,8,7,3,2,2,0,0,1
4,2,75.0,9,27,3,1,0,0,0,1
31,0,81.9,3,9,4,1,0,0,0,0
117,0,96.05,4,6,4,4,1,0,3,1
157,2,161.1,9,5,4,3,1,1,0,0
180,1,130.05,8,10,4,4,0,0,3,0
156,1,94.5,8,23,4,2,0,3,0,1
15,1,67.32,12,20,4,5,1,3,0,1
49,1,67.22,3,9,4,1,0,0,3,1
90,0,149.4,9,7,4,4,0,0,3,0
29,1,72.0,1,26,4,3,0,3,0,1
7,1,151.19,10,29,4,1,2,1,0,1
23,2,110.0,8,31,4,4,0,3,0,1
0,0,80.0,12,25,4,0,2,3,0,1
2,2,130.0,8,17,4,1,0,0,0,1
101,0,142.3,7,21,4,3,0,0,3,0
9,1,95.2,12,28,4,4,0,3,0,1
7,0,99.88,12,7,4,4,0,0,3,1
18,1,99.75,10,3,4,2,2,3,0,1
1,0,115.0,9,27,2,1,0,0,0,1
141,0,75.0,6,3,3,2,1,0,0,0
0,0,75.0,11,7,2,1,1,0,0,1
38,0,103.95,3,20,4,2,2,0,3,1
82,0,99.45,4,6,4,4,1,0,3,0
16,2,105.0,9,9,4,2,0,0,0,1
14,0,79.0,2,12,4,2,0,3,0,1
127,1,96.3,6,27,4,2,1,0,0,1
29,1,139.0,9,29,4,1,0,0,0,0
15,0,153.0,9,2,4,2,1,0,3,1
112,0,76.5,7,22,4,4,0,0,0,0
19,1,95.9,9,19,3,1,1,3,0,1
38,0,85.0,12,2,2,2,0,0,0,1
72,2,149.4,5,2,4,1,1,0,3,1
1,1,89.0,8,9,4,2,2,3,0,1
51,1,146.92,10,7,4,1,0,0,5,1
0,1,95.4,3,13,4,1,2,0,3,1
7,2,141.95,5,29,4,3,2,0,3,1
0,0,94.1,9,2,4,1,0,3,0,1
31,2,159.3,10,18,4,5,2,0,5,1
136,0,80.75,9,4,3,2,2,0,0,1
3,1,67.0,9,12,2,2,1,0,0,1
34,2,125.1,9,11,4,0,2,3,0,1
33,0,140.4,4,29,4,3,2,0,3,1
25,0,187.0,7,2,4,1,1,0,3,0
292,1,158.4,7,23,4,1,2,0,5,0
22,1,87.0,12,24,4,3,1,0,0,1
26,0,161.6,6,17,4,4,2,0,3,0
5,0,151.33,10,6,4,3,0,0,0,1
27,0,144.9,10,10,4,2,1,0,3,0
28,2,135.0,11,10,4,3,0,3,0,1
80,1,122.4,12,31,4,1,0,0,0,1
38,1,67.5,2,15,4,0,1,0,0,0
0,0,79.0,2,6,4,1,0,0,0,1
79,0,85.5,3,26,4,1,1,3,0,1
3,0,170.0,9,12,4,1,1,0,3,0
67,1,149.4,9,18,4,1,2,0,3,1
8,0,151.0,8,6,4,1,2,0,0,0
73,1,62.29,3,4,4,2,1,0,0,1
296,1,104.4,7,24,4,5,2,0,3,0
92,0,81.95,6,20,4,3,1,3,0,1
49,0,65.0,3,4,3,5,2,0,0,1
45,1,126.9,6,30,4,3,1,0,0,0
29,1,75.0,11,22,3,2,0,0,0,1
109,2,68.0,8,4,4,2,0,0,0,1
33,1,83.9,3,2,4,4,0,0,0,0
139,0,81.25,8,11,3,3,2,0,0,1
57,3,112.8,12,27,4,3,0,0,0,1
29,0,77.6,1,30,4,1,2,0,3,0
102,0,82.45,8,13,3,3,2,0,3,1
107,2,152.1,8,20,4,1,2,0,3,1
1,0,129.0,3,19,4,1,0,3,0,1
64,2,119.17,4,25,4,4,1,0,0,1
22,0,134.78,12,26,3,2,2,1,5,1
37,2,138.15,3,24,4,2,0,0,0,1
42,1,90.76,2,14,4,3,2,0,3,1
45,0,113.62,4,10,4,4,2,0,3,0
63,1,85.0,11,12,4,3,1,0,0,1
0,0,159.0,7,1,4,1,0,0,0,1
248,0,106.0,10,31,2,2,1,0,4,0
19,1,151.0,7,25,4,0,1,0,0,0
21,0,135.0,3,31,4,4,2,0,0,0
236,1,6.0,7,28,4,4,2,0,1,1
82,0,158.83,3,23,4,4,0,0,5,1
223,1,92.28,9,29,4,3,1,0,0,1
17,0,108.0,3,4,4,1,0,0,3,1
0,0,111.2,5,5,2,1,0,0,0,1
63,2,93.6,12,13,4,1,0,0,0,1
8,1,106.25,5,25,4,1,0,0,0,1
13,1,132.33,6,29,4,3,0,3,0,1
110,2,118.8,10,10,4,2,1,0,0,0
26,1,87.78,12,5,4,1,1,0,3,1
3,1,81.3,12,27,4,1,2,0,0,1
0,0,95.0,10,17,2,1,1,0,0,1
19,1,165.0,11,10,4,2,0,0,3,1
10,2,172.0,4,29,4,2,2,0,3,1
24,2,89.0,1,12,4,4,0,0,0,1
0,0,95.1,10,28,4,2,0,0,0,1
0,0,85.0,11,9,4,0,1,3,0,1
8,1,131.0,6,22,4,2,0,0,3,1
23,2,57.59,11,25,4,2,2,3,0,1
2,0,110.0,5,22,0,0,1,0,3,0
25,2,145.0,9,25,4,0,2,0,0,1
88,3,125.66,12,28,4,3,0,0,3,1
5,0,0.0,12,22,1,5,0,0,1,1
58,2,90.68,10,31,4,3,1,3,0,1
221,3,94.5,8,18,4,2,0,3,0,1
60,0,89.46,4,24,4,2,2,0,0,0
8,0,133.0,9,24,4,1,0,0,0,1
34,0,126.9,5,11,4,1,0,0,0,0
192,0,0.0,9,25,4,3,2,0,0,1
87,1,82.45,3,30,4,4,1,0,0,1
12,0,73.0,2,16,2,1,0,3,0,1
102,0,79.29,6,25,3,10,4,0,0,0
213,2,99.71,10,17,4,3,1,0,0,1
154,0,146.7,7,9,4,1,0,0,3,0
12,2,130.22,3,1,4,5,0,1,0,0
41,2,87.0,12,21,4,2,1,0,0,1
94,0,85.0,9,22,3,3,0,0,0,0
11,0,159.0,5,2,4,1,1,0,0,0
28,1,159.0,9,16,4,2,0,0,0,1
22,0,71.2,1,25,4,15,5,3,0,1
1,0,95.0,11,13,4,0,2,3,0,0
52,0,67.0,10,13,2,1,0,0,0,1
12,1,55.0,12,5,3,1,1,0,0,1
58,2,198.0,10,21,4,2,1,0,5,1
88,1,150.3,8,19,4,1,0,0,3,1
197,1,85.5,8,1,4,1,1,3,0,1
49,1,79.2,11,21,4,2,1,3,0,0
5,2,114.0,9,20,4,0,1,3,0,1
58,2,123.3,9,2,4,2,1,0,3,1
56,0,99.0,9,2,4,1,0,3,0,0
85,2,72.25,3,28,4,5,1,3,0,1
1,0,91.0,2,24,4,1,0,0,0,1
76,0,132.6,4,30,4,2,2,0,3,1
54,0,148.33,2,28,4,2,2,0,5,0
44,0,173.0,2,8,4,1,1,0,5,1
84,3,149.4,9,27,4,3,0,0,3,1
4,1,112.5,4,8,4,2,2,0,0,1
82,1,72.25,3,29,4,5,1,3,0,1
87,1,136.8,11,18,4,2,0,1,3,1
148,0,100.8,6,2,4,3,0,0,0,1
62,1,112.2,4,6,4,4,0,0,3,0
22,1,101.0,10,6,4,1,0,0,0,1
118,1,186.3,7,24,4,0,2,0,5,1
35,1,70.03,2,25,4,3,0,3,0,1
14,1,110.8,6,8,3,4,0,0,0,1
0,1,104.0,11,2,4,1,1,0,0,1
65,0,68.0,12,17,3,1,2,0,0,1
68,0,49.5,9,29,3,2,0,0,0,1
90,0,76.5,8,16,4,4,2,0,0,0
16,1,119.0,4,22,4,1,0,3,0,1
290,0,106.0,12,12,2,2,1,0,4,1
66,1,79.0,12,24,4,1,2,0,3,1
125,0,177.3,7,12,4,1,0,0,5,1
8,0,87.0,8,14,3,2,0,1,0,1
39,2,145.1,8,17,4,1,0,3,0,1
8,1,104.25,12,13,4,0,1,0,1,1
129,2,80.75,5,13,3,2,1,0,0,1
189,2,109.77,8,20,4,5,2,0,3,0
9,1,116.8,10,29,4,1,1,0,0,1
187,3,103.5,10,7,4,2,1,0,0,1
10,3,140.0,8,24,4,1,0,0,0,1
81,0,93.6,11,13,4,0,2,0,0,0
40,1,60.0,11,1,3,3,2,0,3,1
169,2,121.5,8,3,4,3,0,0,0,0
37,0,125.55,10,2,4,3,2,0,3,0
10,1,111.35,5,31,4,3,0,0,0,1
0,0,76.0,1,21,2,1,0,0,0,1
19,0,131.6,4,14,4,3,2,0,3,0
8,1,153.0,8,16,4,2,2,3,5,1
52,2,207.0,12,31,4,2,0,0,5,1
57,2,126.0,12,9,4,2,0,0,3,1
36,2,99.0,9,1,4,2,0,3,0,1
1,0,101.0,3,3,4,2,0,0,0,0
53,2,128.1,9,4,4,4,2,0,3,1
23,1,154.0,12,3,4,1,2,0,3,1
12,0,129.0,6,27,4,0,1,3,0,0
4,1,90.0,5,23,3,1,1,0,0,1
21,0,91.0,3,7,4,0,1,0,0,0
30,1,74.8,12,5,4,3,1,3,0,1
0,0,147.59,9,16,4,1,0,3,3,1
15,0,136.0,6,13,4,3,1,0,3,0
11,1,96.0,11,3,4,1,0,0,0,1
0,0,188.0,8,8,2,0,1,0,4,1
111,1,155.7,8,11,4,2,0,0,3,1
158,1,69.92,4,16,4,1,2,0,1,1
46,0,112.0,10,31,3,5,2,0,0,1
28,2,116.56,9,19,4,3,2,0,0,1
12,1,109.0,6,8,4,1,0,3,0,1
54,1,118.8,4,7,4,3,0,0,3,1
14,1,119.0,9,28,2,1,0,0,3,1
86,0,76.5,7,6,4,3,1,0,0,0
63,1,99.0,9,4,4,0,1,3,0,1
83,1,96.9,7,24,3,1,2,0,0,1
14,1,185.2,9,15,4,5,0,0,5,1
0,0,65.0,9,13,2,2,0,0,0,1
134,1,80.75,4,17,4,2,2,0,0,1
23,2,124.0,9,20,4,2,2,0,0,1
100,0,53.24,3,16,4,4,0,0,0,1
105,0,71.4,9,16,4,4,0,0,0,1
88,0,152.87,8,23,4,5,2,0,3,1
4,1,91.0,3,2,4,1,0,3,0,1
59,1,87.3,3,9,4,3,0,0,3,1
65,0,80.75,10,16,3,2,2,0,0,1
6,0,68.67,11,24,4,3,2,3,0,1
79,1,132.6,6,7,4,5,0,0,3,1
22,2,156.7,4,26,4,4,0,0,5,1
61,0,76.58,4,11,4,3,1,0,0,0
18,1,94.4,6,13,4,4,1,0,0,1
10,0,97.0,12,11,4,1,0,0,3,1
20,1,88.0,12,5,4,2,1,3,0,1
90,1,135.9,8,4,4,4,2,0,0,0
28,1,125.4,9,7,4,3,1,0,0,1
3,0,110.0,10,7,0,2,1,0,3,0
75,0,70.0,3,17,4,3,1,0,0,0
87,1,85.5,6,26,4,0,1,3,0,1
83,1,90.18,10,31,4,4,1,0,0,1
17,2,138.0,12,30,4,2,0,0,0,1
122,0,60.59,4,18,4,3,1,0,0,1
149,0,80.75,8,29,4,2,2,0,0,0
227,3,76.5,8,17,4,9,3,0,0,1
38,1,81.9,3,11,4,5,2,0,0,1
33,0,104.49,5,9,4,1,1,3,0,0
1,0,100.0,2,25,4,3,0,0,5,1
302,2,90.3,12,29,4,3,0,0,0,0
22,2,147.75,9,10,4,3,1,0,0,1
107,1,156.6,12,3,4,1,2,0,5,0
35,0,179.01,5,16,4,1,1,0,5,0
119,0,99.3,4,29,4,2,1,0,0,1
50,2,159.3,6,3,4,2,0,0,3,1
24,0,85.0,9,20,3,4,2,0,0,1
2,0,65.0,5,5,2,1,0,0,0,1
98,0,167.45,4,23,4,4,2,0,5,0
231,2,78.3,12,2,4,2,1,0,0,0
217,1,124.2,5,24,4,2,0,0,0,0
0,0,0.0,11,16,1,0,1,0,4,1
28,0,85.6,11,11,3,4,0,0,0,1
0,0,0.0,6,15,1,1,0,0,0,1
135,0,78.65,10,30,3,1,2,0,3,1
209,0,100.8,8,19,4,2,0,0,0,0
39,1,99.86,12,27,4,2,2,0,1,1
1,1,156.0,10,16,4,3,2,0,0,1
30,3,74.8,11,26,4,2,2,3,0,1
60,0,140.4,5,27,4,2,1,0,3,0
55,1,139.5,10,12,4,3,0,0,3,0
142,1,138.55,8,8,4,4,1,0,3,1
223,1,89.73,9,2,4,12,4,3,0,0
37,2,135.0,8,30,4,4,0,0,0,1
303,0,78.0,8,19,4,3,2,0,0,0
58,0,132.3,10,13,4,3,0,0,3,0
7,0,109.0,10,26,2,1,0,0,4,1
308,0,71.91,12,29,4,3,2,3,0,0
61,0,87.3,3,10,4,3,0,0,3,0
28,1,90.25,9,4,4,2,2,0,0,1
23,1,94.36,10,2,4,3,2,3,0,1
88,0,72.25,4,2,4,2,2,3,0,1
83,0,168.3,3,25,4,2,1,0,5,0
1,2,95.0,11,17,4,3,0,3,0,1
19,1,134.0,9,17,4,1,1,3,0,0
0,0,0.0,10,1,1,1,0,0,0,1
182,2,70.44,10,16,4,3,2,0,0,1
89,1,63.49,4,7,4,3,1,0,0,1
180,3,141.3,10,8,4,1,2,0,3,1
39,1,165.06,8,26,4,3,2,1,0,0
93,1,161.15,11,7,2,3,1,0,0,1
0,1,180.0,9,25,4,2,2,0,3,1
32,0,63.33,12,27,3,5,1,0,0,1
59,2,129.2,12,13,4,5,0,1,3,1
102,0,105.9,7,25,3,4,1,0,0,1
57,1,93.6,11,18,4,2,0,0,0,0
187,0,105.3,8,19,4,2,1,0,0,0
1,1,115.0,9,9,4,2,0,3,0,1
10,1,140.8,8,27,4,3,2,0,0,1
208,0,77.23,5,21,4,5,2,0,0,0
0,3,0.0,5,4,1,1,0,0,6,1
45,0,85.5,6,18,3,1,1,0,0,1
2,0,112.2,9,30,3,1,0,1,0,1
17,1,104.0,11,6,4,1,0,3,0,1
112,1,120.0,6,2,4,3,0,0,0,0
50,1,90.9,3,28,4,0,1,0,0,1
4,0,95.0,5,2,2,1,1,0,0,1
214,1,80.75,9,23,3,2,1,0,0,1
4,0,72.1,2,19,3,1,0,0,0,1
156,1,87.3,8,24,4,4,1,3,0,1
110,1,121.59,5,13,4,2,0,0,3,1
18,1,77.0,10,26,3,1,1,0,0,1
36,1,131.4,6,28,4,5,0,0,3,1
183,1,112.0,8,3,3,4,1,0,0,0
54,1,74.8,11,18,4,2,2,3,0,1
20,1,83.8,2,8,4,1,1,0,0,1
60,0,87.3,3,10,4,3,0,0,3,0
113,0,114.9,12,27,4,3,0,0,3,0
11,0,136.0,10,23,4,1,0,0,3,1
21,2,121.2,11,11,4,2,2,0,3,1
244,0,80.7,12,30,4,2,1,3,0,0
141,0,116.62,6,10,4,3,2,0,3,0
59,0,67.5,3,9,4,2,0,3,0,0
54,1,78.3,2,26,4,2,0,0,0,1
130,1,123.67,3,25,4,2,1,0,3,1
151,1,72.25,8,5,3,2,1,0,0,1
10,0,76.75,3,2,4,4,0,3,0,1
121,2,58.91,2,15,4,3,1,0,1,1
17,0,125.33,12,28,4,5,1,0,3,1
4,0,91.0,2,13,4,1,0,0,0,0
9,0,99.0,9,29,2,2,0,0,3,1
94,0,102.68,9,3,3,2,2,0,0,1
0,0,180.0,9,25,4,1,0,0,3,1
45,1,86.55,2,27,4,1,0,0,0,1
40,1,73.1,3,7,4,2,1,3,0,1
91,0,65.0,9,14,2,2,0,0,0,1
202,2,115.5,8,15,4,2,1,0,0,0
178,2,221.0,7,20,4,2,0,0,6,0
24,0,80.2,11,27,4,1,2,0,0,1
1,0,65.0,1,7,2,1,0,0,0,1
103,0,99.3,3,23,4,3,0,0,0,0
213,1,167.95,7,21,4,3,2,0,5,0
131,0,115.94,6,19,4,3,2,0,0,0
5,0,55.74,3,7,3,4,1,0,0,1
0,2,121.0,7,29,4,1,0,0,0,1
2,1,69.5,1,9,4,1,0,3,0,1
109,1,76.5,7,11,4,1,2,0,0,0
102,0,109.0,10,16,3,1,0,1,0,1
25,0,65.0,12,27,3,1,0,0,0,1
1,0,95.0,6,14,2,1,0,0,0,1
0,0,168.3,5,19,4,1,0,3,0,1
1,1,149.0,6,3,4,1,0,0,0,1
198,0,80.75,10,22,3,5,2,0,0,1
32,2,87.78,12,14,4,3,0,0,3,1
24,1,78.15,12,5,4,4,1,0,0,1
69,0,92.43,12,29,4,5,2,0,1,1
35,0,68.0,12,7,3,4,0,0,0,1
53,0,149.4,9,11,4,2,2,0,3,0
73,0,107.1,4,7,4,3,2,0,3,0
5,1,98.0,5,4,2,1,0,0,0,1
27,0,69.0,12,9,4,4,1,0,0,1
189,2,85.5,10,23,4,0,1,3,0,1
6,1,171.0,8,8,4,1,1,0,0,1
0,0,146.0,6,28,4,1,0,3,0,1
61,1,79.2,11,4,4,2,1,3,0,0
105,2,119.85,6,11,4,5,2,0,0,1
1,0,66.0,1,26,2,1,0,0,0,1
175,0,104.1,9,30,4,2,1,3,0,0
60,0,156.6,12,23,4,1,0,0,5,0
138,0,142.2,8,18,4,2,0,0,3,0
123,0,139.24,10,21,4,5,2,0,3,1
40,1,82.1,3,7,4,2,1,3,0,1
44,0,85.5,9,16,4,4,2,0,0,1
75,2,126.0,11,18,4,2,1,0,3,1
54,0,49.43,3,1,4,4,0,3,0,1
38,0,81.0,6,19,3,1,2,0,0,1
7,0,119.0,6,4,4,1,1,3,0,1
55,0,69.5,3,2,4,3,0,3,0,0
8,1,93.5,2,17,4,4,0,0,0,1
27,2,99.0,6,20,4,0,1,3,0,1
15,0,78.03,9,30,4,3,0,3,0,1
64,0,80.1,4,1,4,1,0,0,0,1
84,1,60.98,11,5,4,1,0,3,0,1
197,0,128.7,10,29,4,1,2,0,3,0
79,1,151.2,10,16,4,2,2,0,3,1
0,1,133.0,8,11,4,1,0,0,0,1
93,1,79.0,10,8,4,1,2,3,0,1
113,1,186.3,8,11,4,2,0,0,5,1
54,0,139.86,9,2,4,3,2,0,3,0
2,0,75.0,9,20,3,3,2,0,3,1
30,0,94.2,8,31,4,1,0,0,0,1
10,1,108.67,11,25,4,2,1,0,0,1
21,0,79.0,3,17,4,2,0,3,0,0
48,1,105.3,3,9,4,3,0,0,3,1
28,2,157.0,5,29,4,0,1,0,3,1
22,0,106.4,9,26,4,3,1,0,0,0
108,2,87.3,3,30,4,3,0,0,0,0
73,0,90.9,4,7,4,2,0,0,0,0
