lead_time,avg_price_per_room,no_of_special_requests,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,arrival_year,no_of_adults,booking_status
124,94.5,0,8,8,3,1,2,2017,2,0
32,121.5,0,4,11,4,0,1,2018,2,0
34,224.67,0,9,23,3,3,0,2017,2,0
80,62.83,1,9,3,4,3,1,2017,2,1
172,95.0,0,6,24,3,2,0,2018,1,0
1,56.47,0,5,8,4,0,1,2018,2,1
103,115.0,0,4,19,3,2,0,2018,1,0
14,89.0,2,11,18,4,2,0,2018,2,1
80,63.46,0,7,31,4,7,2,2017,2,1
314,75.0,0,10,12,3,3,0,2018,2,0
84,90.3,1,3,27,4,1,2,2018,2,0
176,159.3,2,9,1,4,1,0,2018,3,0
205,90.95,0,7,22,4,3,2,2018,2,0
144,129.6,2,9,22,4,3,1,2018,2,0
298,75.0,0,5,10,3,2,0,2018,2,0
179,90.9,0,10,27,4,3,1,2018,2,0
12,71.87,1,11,12,4,6,3,2018,1,0
2,109.0,1,6,9,4,1,0,2018,2,1
245,110.0,0,7,6,3,4,2,2018,1,0
233,90.0,0,10,14,3,2,1,2018,2,0
142,107.0,0,6,20,3,2,1,2018,2,1
0,80.39,0,4,13,4,2,0,2018,2,1
24,114.0,2,10,8,4,3,0,2017,2,1
109,103.5,1,7,7,4,2,0,2018,2,1
116,124.3,2,12,24,4,3,2,2018,2,1
145,184.95,1,8,8,4,5,2,2018,2,1
65,88.0,1,11,13,4,5,2,2018,2,1
21,124.25,2,8,29,4,3,1,2018,2,1
0,98.0,1,8,8,4,1,0,2017,2,1
18,98.6,2,5,29,4,2,2,2018,2,1
4,115.0,1,2,13,4,1,0,2018,2,1
117,123.62,0,4,29,4,2,0,2018,2,0
20,75.0,0,1,30,4,1,2,2018,2,1
33,103.05,0,8,29,4,1,1,2018,2,0
38,88.2,0,3,24,4,1,0,2018,2,0
152,75.0,0,4,12,3,4,0,2018,2,1
31,88.0,0,11,27,4,1,2,2018,2,0
157,155.7,2,8,10,4,2,0,2018,3,0
4,106.0,1,8,21,4,2,0,2017,2,1
181,120.0,0,10,11,3,2,0,2018,1,0
60,90.9,1,3,31,4,2,0,2018,2,1
254,100.3,1,9,29,4,3,1,2018,2,0
20,107.0,0,10,4,4,4,2,2017,2,1
3,31.0,1,2,26,2,1,0,2018,2,1
83,97.75,1,3,21,4,3,1,2018,3,1
4,133.0,1,2,4,4,2,0,2018,3,1
18,81.0,1,2,19,4,2,0,2018,2,1
32,137.52,0,9,13,4,5,2,2018,2,0
120,140.4,0,6,13,4,0,1,2018,2,0
70,149.4,0,9,15,4,2,0,2018,1,0
69,95.2,1,3,31,4,4,2,2018,1,1
122,98.5,1,8,1,4,6,3,2018,2,1
30,97.92,1,10,5,4,4,1,2017,2,0
38,85.5,0,9,10,3,2,2,2018,2,1
14,107.67,1,11,18,4,2,1,2018,2,1
188,130.0,0,6,15,3,2,0,2018,1,0
188,130.0,0,6,15,3,2,0,2018,1,0
43,88.46,1,11,11,4,2,1,2018,2,1
155,72.25,0,7,8,3,3,2,2018,2,1
180,96.3,0,7,23,4,1,1,2018,2,0
109,129.59,2,6,8,4,3,0,2018,3,1
116,72.0,0,2,28,3,1,2,2018,2,0
91,114.3,0,7,24,4,1,2,2018,2,0
244,89.4,2,9,29,4,1,0,2018,2,0
15,91.0,1,2,16,4,2,0,2018,2,0
11,130.33,0,4,6,4,4,2,2018,2,1
213,167.95,1,7,21,4,3,2,2018,2,0
151,59.5,0,3,20,3,3,2,2018,2,1
13,121.0,1,6,8,4,2,0,2018,2,1
77,107.95,0,4,16,4,2,2,2018,2,0
12,124.0,3,9,14,4,2,1,2017,2,1
69,59.5,0,3,20,3,2,2,2018,2,1
167,60.0,1,3,13,3,2,2,2018,2,1
107,127.38,3,9,24,4,3,2,2018,0,1
3,79.0,1,11,26,2,1,0,2017,1,1
1,83.0,0,5,10,4,1,0,2018,2,1
118,110.0,0,6,6,3,2,1,2018,1,1
52,63.75,0,3,9,4,4,0,2018,2,0
225,103.46,0,6,28,4,5,2,2018,2,0
37,105.0,0,10,13,3,3,0,2018,2,1
5,94.5,0,8,15,3,1,2,2017,2,1
296,117.0,1,9,21,3,4,0,2018,2,0
60,75.0,0,3,20,3,2,2,2018,2,0
30,140.0,0,6,2,3,2,0,2018,2,1
180,120.0,1,10,10,3,2,1,2018,1,0
10,91.38,2,11,22,4,5,1,2018,2,1
58,81.0,0,1,27,3,2,0,2018,1,1
198,90.0,0,9,9,3,2,1,2018,2,0
91,80.0,0,4,4,3,2,1,2018,2,0
76,237.2,1,6,17,4,2,2,2018,2,1
39,60.1,0,2,29,4,2,1,2018,2,1
15,87.33,1,12,27,3,5,1,2018,3,1
79,96.3,0,3,21,4,2,1,2018,2,0
164,116.1,0,9,19,4,6,3,2018,2,0
2,122.75,0,6,17,3,3,2,2018,2,1
280,100.0,0,9,19,3,2,1,2018,1,0
166,90.95,0,7,7,4,3,1,2018,2,0
245,110.0,0,7,6,3,4,2,2018,1,0
29,132.72,1,5,20,4,3,2,2018,2,0
377,115.0,1,10,14,3,2,0,2018,2,0
19,96.0,1,11,29,4,1,0,2018,1,1
28,75.18,1,11,3,4,3,0,2017,1,1
263,67.0,0,9,21,3,0,1,2017,2,1
265,115.0,1,6,24,3,2,0,2018,2,0
86,120.0,0,9,24,3,2,0,2017,2,1
12,81.62,1,5,29,4,0,2,2018,1,1
43,79.48,2,11,12,4,2,2,2018,2,1
301,115.0,1,7,30,3,1,1,2018,2,0
9,82.92,0,3,30,4,1,0,2018,1,1
189,105.3,1,8,9,4,2,0,2018,2,0
66,108.0,1,10,20,4,2,0,2018,2,1
122,85.5,1,6,30,4,1,0,2018,2,1
57,90.67,1,6,10,3,2,1,2018,2,1
195,109.8,0,8,30,4,2,0,2018,2,0
11,122.67,1,12,27,4,1,2,2017,2,1
10,136.14,2,9,12,4,5,2,2017,2,0
115,72.25,1,12,24,4,3,0,2017,2,0
94,105.3,0,4,14,4,3,0,2018,2,0
93,105.3,2,3,25,4,2,1,2018,2,0
26,65.0,1,6,28,2,2,0,2018,1,1
7,80.0,1,3,3,2,1,0,2018,1,1
33,84.15,1,11,11,4,2,2,2018,2,0
132,114.75,2,7,13,4,4,2,2018,2,1
35,93.6,0,12,20,4,2,0,2018,2,0
138,94.5,0,8,22,3,1,2,2017,2,1
16,111.0,1,5,29,4,0,1,2018,2,1
130,103.56,2,7,16,4,1,2,2018,2,1
23,65.55,1,9,10,3,3,1,2017,2,1
59,127.8,1,11,18,4,2,0,2018,2,0
10,119.0,0,10,14,3,2,1,2018,1,1
6,90.0,1,8,3,2,1,0,2018,1,1
101,150.3,0,8,24,4,4,0,2018,3,0
40,102.15,1,3,23,4,4,0,2018,2,0
49,69.22,1,1,15,4,2,0,2018,2,1
3,150.8,0,2,27,4,6,4,2018,2,0
209,90.95,2,8,21,4,3,2,2018,2,1
82,95.0,0,9,6,3,5,1,2018,2,1
130,159.3,0,6,9,4,2,0,2018,3,0
34,224.67,0,9,23,3,3,0,2017,2,0
4,62.0,0,3,18,3,1,0,2018,1,1
93,157.25,1,6,16,4,3,2,2018,2,1
13,102.33,2,9,7,4,2,1,2017,2,1
276,116.33,0,9,22,3,3,0,2018,2,0
36,140.4,0,4,30,4,2,2,2018,1,0
138,94.5,0,8,22,3,1,2,2017,2,1
44,112.0,0,11,5,3,2,2,2018,2,1
19,130.0,0,5,2,4,2,1,2018,2,1
260,108.68,3,10,22,4,5,2,2018,2,1
220,112.65,1,10,5,4,4,1,2018,2,0
6,0.0,0,12,10,4,1,0,2017,1,1
194,130.05,2,8,14,4,2,2,2018,3,0
87,108.29,0,4,27,4,4,1,2018,2,1
76,79.2,2,11,6,4,0,1,2018,2,1
15,81.0,0,2,19,2,1,0,2018,1,1
4,124.0,1,8,15,4,1,0,2017,2,1
7,126.0,2,9,19,4,1,1,2017,2,1
0,89.75,0,11,16,3,1,0,2018,1,1
20,151.0,1,7,23,4,1,2,2018,2,1
4,84.0,0,8,18,2,1,0,2017,1,0
10,126.0,0,5,8,4,1,2,2018,2,0
86,87.5,0,9,24,3,2,0,2017,1,1
13,99.0,1,9,11,4,0,1,2018,2,0
40,189.9,0,4,6,4,1,0,2018,2,0
90,72.58,1,3,24,3,3,0,2018,2,1
44,74.8,1,11,16,4,4,1,2018,2,1
320,115.0,1,8,18,3,2,0,2018,2,0
17,65.0,0,11,12,2,1,0,2017,1,0
20,85.0,0,10,4,3,2,0,2018,2,1
12,129.0,2,10,29,4,1,2,2018,2,1
118,110.0,2,6,6,3,5,1,2018,1,1
12,60.0,0,8,5,2,3,0,2017,1,1
315,52.0,0,12,2,3,2,0,2018,2,1
45,79.2,1,12,16,4,2,1,2018,2,1
4,133.0,2,9,22,4,3,0,2017,2,1
245,110.0,0,7,6,3,4,2,2018,1,0
3,37.5,1,12,21,3,1,1,2017,2,1
86,90.95,3,9,3,3,2,2,2018,2,1
29,143.52,1,5,9,4,4,1,2018,2,1
22,85.0,0,6,30,3,1,0,2018,2,1
198,136.5,1,7,30,3,2,2,2018,2,0
21,100.0,2,11,6,4,0,1,2018,2,1
6,95.0,0,10,27,3,1,0,2018,2,1
44,75.0,0,2,17,3,3,0,2018,2,1
87,114.3,2,7,1,4,2,0,2018,2,1
0,80.75,0,6,12,3,0,1,2018,2,1
25,129.0,0,5,10,4,3,0,2018,1,1
5,107.5,1,12,10,4,1,1,2018,2,1
322,52.0,0,12,9,3,2,0,2018,2,1
1,108.0,0,9,4,3,1,0,2017,2,1
60,75.0,0,11,18,3,2,0,2018,2,1
184,89.25,0,10,12,4,3,1,2017,2,0
27,151.0,1,7,4,4,1,1,2018,2,1
152,90.67,1,8,19,4,4,2,2018,2,0
21,93.5,0,3,9,4,4,0,2018,2,0
158,89.25,3,7,25,4,3,1,2018,2,1
135,162.0,2,9,25,4,0,2,2018,3,1
0,84.8,0,7,30,3,1,2,2018,2,1
10,176.0,2,7,20,4,2,0,2018,1,1
17,95.0,0,10,3,2,1,1,2018,1,1
54,65.0,0,11,18,2,1,0,2017,1,1
80,63.36,0,11,18,4,2,0,2018,2,0
275,91.69,0,10,9,4,5,3,2018,2,0
169,77.0,1,4,22,3,2,2,2018,2,1
6,84.0,0,3,13,2,0,1,2018,2,0
184,90.9,2,10,17,4,3,1,2018,2,1
88,112.2,0,10,5,3,1,1,2017,2,1
85,85.0,1,10,6,3,3,1,2018,2,1
12,80.8,0,11,16,4,1,0,2018,1,1
291,115.0,0,8,19,3,2,0,2018,2,0
50,51.09,1,2,11,4,3,1,2018,2,1
8,78.0,0,12,16,4,2,0,2018,1,1
211,100.0,0,5,20,3,2,0,2018,2,0
248,106.0,0,10,31,2,2,1,2018,1,0
90,96.3,1,4,25,4,1,1,2018,2,1
5,67.05,1,2,21,4,5,3,2018,2,1
52,67.0,0,10,13,2,1,0,2018,1,1
32,73.0,0,11,20,3,2,0,2017,1,1
47,99.9,0,4,12,4,1,0,2018,1,0
148,71.37,0,4,29,4,7,2,2018,2,1
59,71.1,2,11,2,4,3,0,2018,2,1
35,73.1,0,3,2,4,2,0,2018,2,0
31,81.0,1,10,26,3,2,1,2017,2,1
0,0.0,1,12,9,1,1,0,2017,2,1
87,58.9,1,7,10,4,7,3,2017,2,0
40,134.1,1,9,9,4,2,2,2018,2,1
105,150.3,0,8,26,4,2,1,2018,3,0
0,95.0,0,10,5,2,1,0,2018,1,1
99,89.25,3,10,10,4,1,2,2017,2,1
147,90.95,0,4,11,4,5,1,2018,2,0
35,83.9,2,3,3,4,3,2,2018,2,1
149,137.7,0,8,20,4,1,2,2018,3,0
322,80.0,0,5,19,3,3,1,2018,2,0
0,158.0,2,9,23,4,2,0,2017,1,1
86,87.5,0,9,24,3,2,0,2017,1,1
12,111.35,0,5,30,2,3,1,2018,2,1
3,102.0,1,1,2,4,3,2,2018,2,1
31,152.1,3,7,13,4,2,0,2018,2,1
34,198.9,0,4,29,4,2,2,2018,2,0
91,90.95,1,4,25,4,3,1,2018,2,1
73,100.0,1,9,15,2,1,0,2018,2,0
63,116.0,0,9,4,3,2,0,2017,2,1
2,140.0,0,10,25,4,1,0,2018,2,1
93,81.5,2,10,29,4,1,1,2018,2,1
0,97.0,3,8,19,4,2,0,2017,2,1
51,139.5,2,10,17,4,5,1,2018,2,0
58,152.08,1,9,26,4,3,1,2018,3,1
148,136.8,1,7,8,4,2,0,2018,2,0
56,130.05,0,4,21,4,3,1,2018,2,0
159,70.0,1,4,9,3,1,1,2018,2,1
29,90.0,0,5,17,3,3,0,2018,1,1
31,159.3,2,10,18,4,5,2,2017,2,1
168,85.0,0,4,22,3,2,1,2018,2,0
14,86.85,2,7,22,4,2,0,2018,2,1
179,90.95,1,7,17,4,2,2,2018,2,1
48,126.0,1,10,17,4,2,1,2018,2,0
301,90.0,0,7,30,3,1,1,2018,1,1
292,115.0,0,7,21,3,2,0,2018,2,0
64,140.4,0,5,27,4,2,0,2018,2,0
137,103.7,1,6,28,4,4,0,2018,2,0
2,81.75,0,5,15,3,2,2,2018,2,1
5,100.0,0,9,20,2,0,2,2017,2,1
51,75.0,1,11,12,3,2,2,2018,2,1
138,137.7,1,7,16,4,1,1,2018,3,1
66,67.91,2,12,5,4,1,1,2018,2,1
143,246.6,1,7,8,4,2,0,2018,2,0
141,123.8,1,9,23,4,2,0,2018,2,1
0,129.83,1,8,27,4,2,2,2018,2,1
137,146.1,2,12,24,4,3,2,2018,2,1
0,139.0,0,10,16,4,0,2,2018,2,1
221,73.0,0,8,12,3,1,0,2018,1,1
34,80.0,0,12,1,2,3,0,2017,1,1
286,117.0,0,9,16,3,2,0,2018,2,0
2,0.0,1,5,29,4,0,0,2018,2,1
73,112.05,1,10,31,4,1,1,2018,2,0
157,133.6,0,10,7,3,1,0,2018,3,0
7,165.0,1,8,20,4,1,0,2018,3,1
122,85.0,0,4,15,3,2,0,2018,2,1
14,135.0,2,12,25,4,0,2,2018,2,1
86,105.0,0,9,24,3,2,0,2017,2,1
97,80.75,1,4,25,4,3,1,2018,2,1
143,100.0,0,8,25,3,3,0,2018,2,1
22,105.0,2,9,15,4,3,0,2017,2,1
1,88.0,0,3,2,2,1,0,2018,1,1
56,103.86,0,11,3,4,3,0,2018,3,1
45,79.2,1,11,11,4,2,0,2018,2,1
131,94.5,0,8,15,3,1,2,2017,2,0
9,0.0,1,9,7,1,1,0,2018,2,1
56,60.0,1,11,19,3,3,0,2017,2,1
96,118.8,2,10,19,4,4,0,2018,2,1
12,86.0,1,3,7,4,1,1,2018,1,1
15,242.33,2,3,3,4,3,0,2018,2,1
42,134.98,0,4,24,4,3,2,2018,3,0
50,114.0,2,11,13,4,1,2,2018,2,1
1,0.0,0,2,26,4,0,0,2018,1,1
188,130.0,0,6,15,3,2,0,2018,1,0
10,87.5,1,11,14,4,3,1,2018,2,1
220,128.0,0,9,17,3,1,2,2018,1,0
12,111.0,2,2,27,4,1,0,2018,2,1
164,100.0,0,10,2,3,2,0,2017,1,1
21,85.0,1,10,7,3,1,0,2017,2,1
121,90.0,0,6,24,3,2,1,2018,2,0
224,65.0,0,10,2,3,2,1,2017,2,1
38,0.0,0,12,16,1,2,0,2018,2,1
257,101.5,0,7,1,3,2,0,2017,2,0
14,177.0,0,6,20,4,1,1,2018,3,0
35,68.0,0,12,7,3,4,0,2018,2,1
100,210.6,2,5,15,4,0,2,2018,3,0
2,0.0,0,1,27,1,1,0,2018,1,1
8,104.25,1,12,13,4,0,1,2017,2,1
0,155.33,0,8,31,4,2,1,2017,2,1
148,105.3,0,5,5,4,3,0,2018,2,1
0,85.92,1,8,19,4,9,4,2017,2,1
65,113.4,1,12,30,4,2,0,2017,2,1
79,76.5,0,3,21,4,2,1,2018,2,1
23,188.0,2,12,30,4,1,0,2018,3,1
6,80.0,1,8,10,4,5,1,2017,2,1
72,85.0,2,11,19,4,2,0,2017,2,1
14,95.0,2,9,4,4,1,0,2017,1,1
1,191.0,2,7,20,4,1,0,2018,2,1
205,85.5,2,10,18,4,4,0,2018,2,0
16,105.25,1,12,5,4,1,1,2017,2,1
147,76.5,0,8,11,4,3,0,2017,2,0
103,115.0,0,4,19,3,2,0,2018,1,0
52,48.4,0,3,7,3,4,1,2018,2,1
87,118.8,1,10,19,4,2,0,2018,2,1
111,107.1,1,8,12,4,2,0,2018,2,1
68,88.4,1,12,8,4,3,1,2018,2,1
2,85.0,1,1,22,4,2,0,2018,2,1
47,125.1,1,9,9,4,2,0,2018,2,1
85,90.95,1,4,12,4,4,0,2018,2,1
32,111.0,1,10,30,4,2,1,2017,2,0
1,176.0,0,9,22,3,3,1,2018,2,1
76,120.0,0,10,10,3,0,1,2018,1,0
131,105.74,1,6,17,4,3,2,2018,2,1
79,96.3,1,4,16,4,1,2,2018,2,1
8,127.8,0,9,16,4,2,0,2017,1,0
54,107.1,1,7,2,4,1,0,2018,2,1
102,80.0,0,10,16,3,2,0,2017,1,0
68,71.33,0,12,31,3,3,0,2017,2,1
31,71.1,0,2,20,4,1,2,2018,2,0
128,103.5,0,7,7,4,3,0,2018,2,0
108,127.8,2,8,8,4,4,1,2018,2,1
245,75.0,0,6,17,3,2,0,2018,2,0
386,115.0,1,10,23,3,0,2,2018,2,0
34,108.9,1,5,22,4,0,2,2018,2,1
44,113.7,1,10,20,4,3,0,2018,2,1
24,89.0,2,1,12,4,4,0,2018,2,1
30,126.9,1,5,15,4,2,2,2018,2,1
56,168.3,0,7,30,4,2,2,2018,3,0
294,58.5,0,9,21,3,4,0,2018,2,1
5,190.0,2,12,8,4,2,0,2018,2,1
19,81.0,2,2,23,4,2,0,2018,2,1
79,75.0,0,11,13,3,2,0,2017,2,1
27,108.0,0,9,30,3,2,0,2017,2,1
139,72.25,0,6,19,3,2,2,2018,2,1
6,97.79,1,9,2,4,3,2,2018,2,1
11,95.0,0,5,9,0,10,5,2018,1,0
0,79.0,0,7,20,0,1,0,2018,1,1
100,100.0,0,9,28,3,4,0,2018,2,0
19,90.0,0,6,22,2,2,0,2018,1,1
60,60.0,0,10,12,3,3,1,2017,1,1
80,136.0,0,10,9,3,2,0,2017,2,1
0,129.0,1,5,14,4,1,0,2018,2,1
3,0.0,2,3,14,4,3,1,2018,1,1
2,67.0,1,4,20,2,1,0,2018,1,1
256,115.0,0,6,15,3,2,0,2018,2,0
143,0.0,0,4,24,4,0,0,2018,2,1
0,63.2,1,2,12,4,2,1,2018,2,1
192,95.0,0,6,24,3,2,0,2018,1,1
8,89.0,0,10,20,2,1,0,2018,1,1
74,87.0,0,9,18,3,2,0,2017,1,1
3,115.0,0,9,26,3,0,1,2018,2,1
86,100.0,0,9,9,2,2,0,2017,2,1
16,90.0,2,8,29,4,1,1,2017,2,1
247,115.0,1,6,6,3,1,1,2018,2,0
62,48.6,0,2,15,4,1,1,2018,2,1
11,189.0,0,3,18,4,2,0,2018,2,0
8,92.4,0,10,20,4,3,0,2017,1,1
47,105.3,0,4,11,4,1,1,2018,2,0
163,161.1,2,9,5,4,2,1,2018,2,0
45,75.0,0,10,30,3,3,2,2018,2,1
47,98.1,2,12,4,3,0,2,2018,3,1
37,105.0,0,10,13,3,3,0,2018,2,1
0,79.0,0,2,12,4,2,0,2018,2,1
132,92.02,2,6,28,4,8,2,2018,3,1
75,105.0,0,10,30,3,0,2,2018,2,0
28,108.42,1,6,14,4,3,0,2018,1,1
118,110.0,0,6,6,3,3,1,2018,1,1
276,95.0,0,9,22,3,3,0,2018,2,0
189,108.9,0,10,6,4,3,1,2018,2,0
132,137.7,0,8,2,4,3,0,2018,3,0
186,80.0,0,4,22,3,2,1,2018,2,1
102,109.0,0,10,16,3,2,0,2017,2,1
2,111.0,1,11,22,4,1,0,2018,2,1
109,77.03,1,4,30,4,1,2,2018,2,1
42,88.4,2,12,11,4,3,2,2018,2,1
83,75.0,0,12,18,3,0,2,2018,2,1
80,100.0,0,4,10,3,1,2,2018,1,0
14,90.1,0,12,6,4,5,2,2018,1,1
4,87.63,1,11,18,4,2,2,2018,2,1
55,139.5,2,10,13,4,3,2,2018,2,1
0,78.42,1,3,25,4,2,2,2018,2,1
14,160.0,0,10,22,4,1,0,2018,2,0
39,88.4,2,11,20,4,3,2,2018,2,1
90,105.3,0,7,13,4,1,0,2018,2,0
2,109.0,0,6,2,2,1,0,2018,1,1
37,95.0,0,10,13,3,3,0,2018,1,1
7,106.36,1,11,8,4,4,0,2018,2,1
57,90.67,1,6,10,3,2,1,2018,2,1
22,62.0,0,11,17,2,1,0,2017,1,1
177,100.0,0,6,3,3,2,0,2018,2,0
64,119.51,2,4,1,4,3,2,2018,3,1
52,100.33,1,12,28,4,2,1,2017,2,1
66,99.9,0,4,4,4,1,1,2018,1,1
45,104.98,0,4,26,4,4,0,2018,2,0
244,85.85,0,10,30,4,3,2,2018,2,0
213,106.0,0,9,26,2,2,1,2018,1,0
5,171.26,2,2,1,4,0,1,2018,2,1
120,220.0,1,8,5,4,10,4,2018,2,0
3,86.0,0,2,4,4,1,0,2018,1,1
102,109.0,0,10,16,3,2,0,2017,2,1
94,149.7,0,7,28,4,3,0,2018,3,1
39,101.5,0,8,14,3,2,0,2017,2,1
136,116.73,1,8,20,4,2,2,2018,2,1
273,87.0,0,7,17,3,2,0,2017,1,1
5,166.5,1,9,17,4,2,2,2018,2,0
87,100.0,0,9,10,2,1,0,2017,2,0
38,187.0,0,11,4,4,2,0,2018,2,1
19,154.0,0,4,13,4,1,0,2018,3,1
107,79.22,0,10,23,3,2,2,2018,2,1
76,63.75,0,7,25,3,1,1,2018,2,0
220,85.5,0,8,29,4,1,1,2018,2,0
162,105.83,1,8,15,4,3,1,2018,2,0
118,110.0,0,6,6,3,1,1,2018,1,1
30,104.0,2,11,30,4,3,0,2018,2,1
118,85.0,2,11,25,4,3,2,2018,2,1
17,65.0,0,12,9,2,1,0,2018,1,1
1,133.98,1,10,7,4,2,0,2018,1,1
141,85.0,0,11,27,4,2,2,2018,2,1
64,140.0,1,5,17,2,2,0,2018,2,1
12,128.0,2,8,1,4,2,1,2018,2,1
315,52.0,0,12,2,3,2,0,2018,2,1
30,140.88,2,11,4,4,2,2,2018,2,1
18,137.67,0,3,19,4,1,2,2018,1,0
126,80.75,1,6,2,3,3,0,2018,2,1
89,121.8,1,7,26,4,5,1,2018,2,1
30,85.7,0,3,5,4,3,2,2018,2,1
78,105.61,0,12,26,4,3,1,2018,2,0
17,106.0,2,12,28,4,0,1,2017,2,1
6,65.0,0,9,30,2,2,0,2017,1,1
64,85.0,0,5,10,3,4,0,2018,2,1
1,60.0,0,2,28,3,1,2,2018,1,0
119,139.95,0,7,31,4,2,2,2018,3,1
89,63.75,1,11,17,4,3,0,2017,1,1
257,101.5,0,7,1,3,2,0,2017,2,0
39,101.5,0,8,14,3,2,0,2017,2,1
162,158.56,0,12,26,4,5,2,2018,2,1
3,75.0,0,10,24,3,0,1,2018,1,1
216,78.3,1,12,4,4,1,2,2018,2,1
146,94.5,1,7,27,4,3,0,2018,2,1
24,79.0,1,2,26,4,2,0,2018,2,1
12,177.0,2,6,20,4,0,1,2018,3,1
63,190.8,3,10,17,4,3,1,2018,2,1
8,79.0,1,6,23,4,1,0,2018,2,0
67,72.25,2,11,13,4,1,0,2017,2,1
14,205.0,2,9,15,4,1,0,2018,3,1
45,207.9,2,8,20,4,1,0,2018,2,1
7,65.0,0,9,8,2,2,0,2017,1,1
90,112.88,0,9,7,3,3,0,2018,2,1
163,100.0,0,6,5,3,2,2,2018,1,0
70,100.0,0,6,3,3,2,0,2018,2,1
173,177.3,2,7,8,4,1,0,2018,2,0
142,148.0,1,6,29,3,3,0,2018,3,1
19,80.0,0,10,6,3,3,0,2017,1,1
41,116.1,0,5,9,4,3,1,2018,2,0
163,110.0,0,9,8,3,3,0,2018,2,0
1,110.0,0,9,10,0,3,2,2018,1,1
44,75.0,0,2,17,3,3,0,2018,2,1
17,88.0,1,11,13,4,1,2,2018,2,0
73,71.0,0,1,21,4,3,2,2018,2,1
55,79.0,0,7,7,2,1,0,2018,1,1
87,150.3,0,8,9,4,4,0,2018,3,0
182,117.9,2,9,30,4,2,0,2018,2,0
116,89.25,0,10,27,4,3,0,2017,2,1
200,76.5,3,8,22,4,1,0,2017,2,1
349,96.67,0,10,4,3,5,1,2018,1,1
279,110.0,0,10,12,3,3,0,2018,2,0
7,71.0,0,12,30,3,4,0,2017,2,1
286,90.0,0,10,16,3,0,1,2018,2,0
219,108.0,0,9,4,3,1,0,2017,2,0
0,208.0,0,7,13,4,1,0,2018,3,0
12,58.0,0,12,16,3,2,0,2017,2,1
2,65.0,0,12,2,2,1,0,2017,1,1
53,60.0,0,1,24,3,3,2,2018,2,1
305,89.0,0,11,4,3,2,1,2018,2,0
0,65.0,0,5,4,2,1,0,2018,1,1
21,174.0,1,11,18,4,2,0,2018,2,0
0,50.0,1,3,10,2,1,0,2018,1,1
162,86.82,0,7,14,4,5,2,2018,2,0
99,130.05,0,6,26,4,2,2,2018,3,0
122,151.2,2,10,12,4,4,1,2018,3,1
158,99.45,0,8,1,4,5,2,2018,2,0
18,80.0,0,12,24,3,1,2,2018,2,1
37,95.0,0,10,13,3,3,0,2018,1,1
74,93.6,3,11,4,4,2,0,2018,2,1
335,90.0,1,10,13,3,3,1,2018,2,1
44,75.0,0,2,17,3,3,0,2018,2,1
62,143.1,0,5,7,4,1,0,2018,2,0
10,65.0,0,10,18,2,0,1,2017,1,1
257,101.5,0,7,1,3,2,0,2017,2,0
100,86.09,1,4,8,4,5,2,2018,2,1
11,186.0,2,5,28,4,1,0,2018,3,1
74,90.95,0,5,2,3,4,1,2018,2,1
37,74.25,0,12,10,4,3,1,2017,2,1
86,73.95,0,3,20,4,2,2,2018,2,1
18,47.67,0,2,22,3,5,1,2018,1,0
48,104.0,0,9,11,3,1,0,2017,2,1
105,75.0,0,4,6,3,1,0,2018,2,0
27,115.0,1,9,18,4,2,1,2017,2,1
71,131.4,1,8,26,4,2,2,2018,2,1
8,86.53,0,7,31,3,1,2,2018,2,1
67,105.3,3,7,24,4,3,2,2018,2,1
21,115.55,3,11,22,4,5,0,2018,2,1
90,109.8,1,12,18,4,0,2,2018,2,1
6,87.0,0,2,14,3,2,2,2018,2,1
8,154.0,0,12,8,4,1,0,2018,3,1
5,95.0,0,4,6,2,1,0,2018,1,1
433,70.0,0,9,8,3,3,0,2018,2,0
17,183.0,1,9,16,4,1,0,2018,2,1
5,0.0,0,12,1,1,0,0,2017,1,1
72,72.25,1,3,18,4,3,2,2018,2,0
25,62.64,0,12,26,4,1,2,2017,2,1
115,141.84,0,9,18,4,5,2,2018,2,1
34,103.05,2,10,11,4,0,2,2017,2,1
221,73.0,0,8,12,3,1,0,2018,1,1
66,149.4,1,9,8,4,3,1,2018,2,0
0,88.0,0,1,7,4,1,0,2018,1,1
110,84.6,0,11,28,4,0,1,2018,1,1
2,147.0,2,3,27,4,2,2,2018,3,1
9,90.5,1,9,21,3,1,1,2017,2,1
1,95.0,1,3,27,4,0,1,2018,1,1
61,56.0,0,12,27,3,3,2,2017,2,1
43,0.0,0,10,23,4,1,0,2017,2,1
0,73.15,0,11,7,4,1,1,2017,1,1
8,130.0,0,11,5,3,1,0,2018,2,1
9,81.0,1,8,19,4,3,0,2017,2,1
34,80.0,0,12,1,2,3,0,2017,1,1
0,150.92,1,6,13,4,3,1,2018,2,1
55,104.0,0,4,6,3,1,0,2018,2,1
27,101.43,3,11,11,4,4,2,2018,1,1
4,66.0,0,1,29,3,2,1,2018,2,1
11,90.0,1,8,29,4,1,0,2017,2,1
183,103.5,2,10,4,4,3,0,2018,1,0
103,80.0,0,5,4,3,3,0,2018,2,1
167,119.85,0,9,3,4,5,2,2018,2,0
50,75.0,1,11,11,3,2,1,2018,2,1
